TransactionId,Amount,HourOfDay,MerchantCategory,Location,TransactionType,HistoricalAvgAmount,NumTransactionsLast24h,IsFraud
8718,195.46,16,Travel,CA,In-Store,248.49,0,0
8719,155.00,8,Electronics,WA,In-Store,199.59,6,0
8720,19.00,14,Grocery,IL,In-Store,13.08,6,0
8721,10.81,22,Gas,NY,In-Store,12.46,1,0
8722,65.21,9,Grocery,WA,Online,77.63,4,0
8723,158.01,0,Grocery,WA,In-Store,161.78,5,1
8724,172.62,12,Gas,IL,In-Store,129.73,7,0
8725,103.55,16,Clothing,FL,In-Store,151.70,4,0
8726,136.29,21,Electronics,TX,Online,99.37,3,1
8727,2240.95,6,Electronics,FL,In-Store,2890.75,3,1
8728,110.62,18,Gas,CA,In-Store,74.41,3,0
8729,87.36,7,Grocery,TX,Online,117.27,4,0
8730,110.05,3,Restaurants,CA,In-Store,130.36,6,0
8731,46.68,1,Restaurants,WA,Online,53.58,9,0
8732,185.83,15,Clothing,CA,Online,134.62,9,1
8733,51.60,6,Grocery,TX,Online,45.09,2,0
8734,792.23,5,Grocery,FL,Online,1140.23,4,0
8735,162.64,21,Clothing,FL,Online,229.86,1,0
8736,23.89,3,Electronics,TX,Online,22.13,7,1
8737,43.49,21,Electronics,FL,Online,43.35,8,0
8738,143.68,1,Electronics,CA,In-Store,113.25,1,1
8739,69.09,17,Restaurants,TX,In-Store,79.53,1,0
8740,199.82,21,Gas,IL,In-Store,257.11,7,0
8741,7.59,12,Clothing,WA,In-Store,10.36,1,0
8742,134.71,19,Restaurants,NY,Online,117.21,0,1
8743,133.13,3,Travel,FL,Online,158.58,4,1
8744,134.33,12,Electronics,TX,In-Store,160.34,2,0
8745,104.74,15,Grocery,IL,Online,54.18,9,0
8746,193.66,15,Gas,TX,In-Store,236.25,1,0
8747,148.75,23,Grocery,IL,Online,136.66,1,1
8748,90.61,10,Electronics,WA,In-Store,101.24,8,0
8749,100.24,22,Travel,WA,In-Store,75.27,7,0
8750,110.20,11,Travel,TX,Online,112.94,9,1
8751,124.00,3,Electronics,IL,In-Store,178.62,5,0
8752,158.71,12,Travel,NY,In-Store,144.58,2,0
8753,30.37,6,Clothing,IL,Online,25.50,8,0
8754,163.94,0,Grocery,IL,In-Store,191.38,9,0
8755,3.41,20,Clothing,WA,Online,2.18,4,0
8756,107.92,21,Travel,FL,Online,135.17,3,1
8757,172.26,17,Grocery,WA,In-Store,137.30,1,0
8758,89.45,1,Restaurants,CA,Online,67.06,3,0
8759,144.55,20,Travel,CA,Online,81.36,7,1
8760,67.13,23,Gas,TX,Online,88.55,8,0
8761,122.61,8,Grocery,NY,In-Store,94.19,6,0
8762,177.06,11,Gas,FL,Online,139.79,0,0
8763,49.93,1,Clothing,NY,Online,56.75,9,1
8764,13.79,7,Gas,IL,Online,11.94,6,0
8765,115.32,15,Grocery,FL,In-Store,119.31,1,0
8766,146.18,7,Travel,FL,Online,172.38,5,0
8767,130.14,19,Electronics,TX,Online,152.74,1,1
8768,92.56,3,Grocery,TX,In-Store,104.26,7,0
8769,0.22,6,Restaurants,WA,In-Store,1.00,9,0
8770,170.29,3,Travel,NY,Online,174.88,7,1
8771,138.91,7,Clothing,TX,Online,135.55,0,1
8772,141.76,2,Clothing,CA,In-Store,71.80,6,0
8773,122.49,7,Travel,NY,Online,150.11,8,0
8774,178.59,0,Travel,FL,In-Store,186.70,9,0
8775,1.03,21,Gas,NY,In-Store,1.37,5,0
8776,64.86,0,Clothing,WA,Online,89.27,9,0
8777,25.95,5,Travel,IL,In-Store,25.62,5,0
8778,5.87,3,Clothing,IL,Online,5.14,0,1
8779,89.95,0,Restaurants,NY,In-Store,66.82,4,0
8780,195.23,12,Restaurants,NY,In-Store,117.11,4,0
8781,33.99,18,Clothing,CA,Online,24.45,8,0
8782,18.94,17,Gas,WA,In-Store,14.29,4,0
8783,120.84,16,Gas,FL,Online,86.42,5,1
8784,17.93,16,Restaurants,CA,Online,11.28,2,0
8785,77.20,12,Restaurants,CA,Online,98.34,1,0
8786,116.40,13,Restaurants,TX,In-Store,118.26,4,0
8787,95.67,13,Clothing,NY,In-Store,91.26,1,0
8788,9.66,15,Clothing,FL,In-Store,6.14,8,0
8789,120.23,8,Clothing,WA,Online,167.49,6,0
8790,96.00,1,Grocery,NY,In-Store,104.54,6,0
8791,56.15,22,Gas,NY,Online,78.19,7,0
8792,159.69,16,Gas,TX,Online,126.83,9,0
8793,87.48,12,Grocery,FL,In-Store,92.13,9,0
8794,70.24,13,Travel,IL,In-Store,36.16,8,0
8795,81.92,0,Electronics,FL,Online,112.91,0,1
8796,113.46,4,Restaurants,IL,Online,99.44,1,0
8797,50.21,10,Clothing,NY,Online,54.43,5,0
8798,1.45,11,Gas,IL,In-Store,1.59,8,0
8799,77.81,13,Electronics,CA,Online,47.97,9,0
8800,79.34,4,Clothing,TX,In-Store,68.70,7,0
8801,91.29,18,Travel,FL,In-Store,88.99,8,0
8802,185.94,21,Restaurants,WA,In-Store,107.27,9,0
8803,197.18,22,Grocery,CA,Online,257.25,1,0
8804,107.78,10,Travel,TX,Online,146.34,1,0
8805,51.85,15,Restaurants,IL,Online,39.41,1,1
8806,75.23,20,Electronics,TX,In-Store,90.12,3,0
8807,146.76,16,Restaurants,NY,Online,106.45,9,0
8808,148.57,10,Travel,IL,In-Store,222.66,8,0
8809,56.98,3,Restaurants,IL,Online,85.19,4,1
8810,175.57,3,Travel,NY,Online,125.81,1,0
8811,39.13,8,Electronics,TX,In-Store,20.20,5,0
8812,145.46,23,Grocery,CA,In-Store,215.50,4,1
8813,128.13,16,Restaurants,FL,In-Store,64.39,3,0
8814,42.21,21,Clothing,IL,In-Store,25.69,8,0
8815,39.03,23,Electronics,FL,Online,58.27,2,0
8816,86.88,21,Restaurants,WA,In-Store,129.20,5,0
8817,1.75,1,Restaurants,CA,Online,1.15,8,0
8818,43.07,19,Clothing,WA,In-Store,40.09,7,0
8819,8.65,13,Clothing,FL,Online,10.80,5,0
8820,162.18,21,Grocery,TX,Online,190.06,0,1
8821,16.81,21,Travel,NY,In-Store,17.56,7,0
8822,29.60,21,Clothing,NY,Online,27.30,9,0
8823,81.44,0,Gas,WA,In-Store,83.62,3,1
8824,160.27,20,Gas,FL,In-Store,132.28,3,0
8825,88.56,5,Gas,WA,In-Store,75.50,6,0
8826,127.20,13,Gas,IL,In-Store,176.24,2,0
8827,33.37,16,Electronics,TX,In-Store,37.58,7,0
8828,27.55,10,Grocery,NY,In-Store,39.17,9,0
8829,196.70,15,Electronics,TX,Online,129.51,8,0
8830,118.81,7,Clothing,IL,Online,94.83,1,1
8831,111.25,17,Clothing,CA,Online,66.40,2,1
8832,8.26,8,Gas,IL,In-Store,9.76,9,0
8833,179.49,23,Clothing,NY,In-Store,242.10,0,0
8834,76.54,15,Grocery,IL,In-Store,97.17,3,0
8835,20.34,10,Clothing,NY,Online,12.97,1,0
8836,113.04,5,Restaurants,FL,In-Store,140.11,4,1
8837,7.70,2,Electronics,FL,Online,7.56,7,1
8838,2652.03,10,Grocery,TX,In-Store,2864.66,3,1
8839,83.15,18,Electronics,WA,Online,65.15,2,0
8840,160.26,17,Electronics,TX,In-Store,197.28,1,0
8841,177.04,6,Travel,TX,In-Store,199.70,1,0
8842,21.74,18,Restaurants,NY,In-Store,21.80,9,0
8843,49.37,2,Grocery,CA,In-Store,26.70,9,1
8844,155.75,12,Gas,CA,Online,117.62,6,0
8845,191.49,10,Grocery,FL,In-Store,241.78,1,0
8846,130.71,1,Electronics,IL,Online,109.65,4,1
8847,118.83,14,Clothing,WA,Online,118.86,8,0
8848,188.00,12,Restaurants,TX,Online,106.02,5,0
8849,184.27,7,Electronics,CA,Online,188.37,3,0
8850,35.75,22,Grocery,TX,In-Store,53.32,6,0
8851,176.46,10,Travel,FL,In-Store,175.26,8,0
8852,175.29,19,Gas,NY,Online,226.08,4,0
8853,192.44,15,Clothing,IL,In-Store,241.08,3,0
8854,89.34,22,Gas,FL,In-Store,94.69,1,0
8855,22.19,16,Restaurants,IL,Online,18.44,6,0
8856,184.86,10,Gas,TX,In-Store,189.16,0,0
8857,36.66,18,Travel,CA,Online,36.62,0,1
8858,177.06,14,Grocery,NY,In-Store,142.43,6,0
8859,117.48,14,Electronics,NY,Online,95.10,8,0
8860,165.70,10,Travel,CA,In-Store,150.18,3,0
8861,31.31,18,Clothing,NY,In-Store,27.89,4,0
8862,134.57,7,Clothing,TX,In-Store,141.22,9,0
8863,136.02,8,Restaurants,FL,Online,117.58,6,0
8864,119.61,22,Grocery,IL,In-Store,86.60,1,0
8865,136.42,9,Travel,IL,In-Store,160.13,6,0
8866,102.83,8,Gas,TX,Online,144.35,7,0
8867,76.00,15,Clothing,NY,Online,68.40,7,0
8868,116.80,2,Restaurants,CA,Online,84.75,8,0
8869,43.16,3,Gas,WA,In-Store,37.30,8,0
8870,186.08,13,Restaurants,CA,In-Store,160.35,8,0
8871,161.31,0,Grocery,FL,Online,105.88,0,1
8872,176.89,1,Grocery,FL,In-Store,169.60,6,0
8873,50.86,15,Gas,NY,Online,27.36,4,0
8874,187.63,9,Grocery,CA,Online,215.93,4,0
8875,162.31,5,Grocery,FL,In-Store,226.38,4,0
8876,50.41,7,Grocery,CA,Online,75.54,1,1
8877,191.79,6,Gas,WA,Online,111.27,2,1
8878,126.42,17,Restaurants,TX,Online,182.03,6,0
8879,149.14,3,Gas,IL,In-Store,127.60,7,0
8880,126.10,18,Travel,NY,Online,95.74,6,0
8881,65.01,5,Electronics,NY,Online,77.04,2,0
8882,31.15,8,Electronics,NY,In-Store,46.63,2,0
8883,3.31,6,Gas,TX,Online,2.97,4,0
8884,79.37,13,Restaurants,TX,In-Store,102.28,6,0
8885,55.99,2,Gas,NY,In-Store,72.97,1,1
8886,64.65,19,Electronics,WA,In-Store,40.10,2,0
8887,6.71,15,Grocery,IL,In-Store,3.37,2,0
8888,33.92,4,Restaurants,TX,Online,49.22,7,0
8889,177.33,1,Gas,WA,Online,89.58,0,1
8890,104.00,18,Gas,FL,Online,77.99,7,0
8891,184.75,19,Clothing,IL,In-Store,276.40,6,0
8892,199.15,0,Electronics,CA,Online,144.21,2,1
8893,95.48,17,Clothing,NY,In-Store,101.66,4,0
8894,154.29,23,Grocery,CA,In-Store,152.80,0,0
8895,175.23,8,Electronics,IL,Online,175.70,0,0
8896,5.34,22,Restaurants,TX,Online,3.25,7,0
8897,54.97,6,Grocery,WA,Online,66.86,2,1
8898,143.36,10,Clothing,IL,Online,179.98,3,0
8899,134.69,13,Clothing,WA,Online,120.38,5,0
8900,37.76,0,Gas,WA,In-Store,26.71,2,0
8901,40.06,11,Grocery,FL,In-Store,25.09,7,0
8902,170.53,9,Gas,IL,Online,162.43,4,0
8903,180.17,11,Electronics,IL,Online,100.96,5,1
8904,90.18,22,Grocery,FL,In-Store,95.15,5,0
8905,127.23,0,Electronics,CA,In-Store,132.46,8,0
8906,101.57,22,Electronics,TX,Online,81.92,3,1
8907,189.74,1,Travel,WA,Online,99.66,7,1
8908,186.72,18,Grocery,CA,In-Store,106.07,7,0
8909,171.88,7,Electronics,NY,In-Store,114.13,0,0
8910,33.11,12,Travel,IL,Online,35.98,6,0
8911,63.83,18,Restaurants,CA,Online,90.48,6,0
8912,24.96,2,Clothing,NY,In-Store,18.08,4,0
8913,153.25,21,Restaurants,IL,In-Store,205.60,8,0
8914,2319.54,13,Clothing,FL,Online,2896.91,1,1
8915,61.35,21,Clothing,FL,Online,33.08,5,0
8916,152.76,19,Gas,TX,Online,201.69,9,0
8917,159.98,18,Gas,TX,Online,145.92,5,0
8918,113.90,11,Clothing,TX,In-Store,78.29,1,0
8919,176.39,8,Electronics,IL,Online,143.05,0,1
8920,136.08,8,Electronics,FL,In-Store,128.18,9,0
8921,50.29,18,Clothing,WA,In-Store,61.06,4,0
8922,14.14,5,Electronics,TX,Online,15.85,9,0
8923,48.35,1,Clothing,TX,Online,33.34,7,1
8924,36.38,10,Gas,WA,Online,27.98,9,0
8925,188.90,6,Clothing,FL,Online,278.65,2,0
8926,12.20,20,Grocery,FL,In-Store,18.20,2,0
8927,43.91,4,Clothing,CA,Online,54.50,5,1
8928,1.50,11,Gas,WA,In-Store,1.79,6,0
8929,83.93,23,Gas,TX,Online,96.11,1,1
8930,76.99,17,Gas,IL,In-Store,42.69,0,1
8931,69.81,6,Grocery,FL,Online,46.69,9,0
8932,45.85,10,Electronics,TX,In-Store,32.78,5,0
8933,82.40,12,Grocery,IL,Online,117.67,3,0
8934,82.99,12,Gas,IL,In-Store,85.22,3,0
8935,36.14,5,Travel,FL,Online,26.21,4,0
8936,178.34,14,Gas,FL,Online,159.27,6,0
8937,100.03,18,Electronics,NY,Online,103.32,7,0
8938,80.45,13,Clothing,IL,Online,104.30,0,1
8939,19.52,20,Grocery,IL,Online,14.46,0,1
8940,173.40,15,Electronics,TX,Online,146.63,0,1
8941,74.55,6,Travel,TX,In-Store,86.41,8,0
8942,53.98,7,Restaurants,WA,In-Store,27.43,2,0
8943,149.60,12,Clothing,WA,Online,76.89,6,1
8944,18.88,3,Clothing,NY,In-Store,10.77,4,1
8945,185.58,23,Grocery,TX,In-Store,170.25,9,0
8946,186.88,15,Grocery,CA,Online,254.48,5,0
8947,104.98,0,Electronics,WA,In-Store,128.64,5,0
8948,159.91,6,Restaurants,TX,In-Store,158.12,0,0
8949,47.16,21,Restaurants,NY,In-Store,44.97,0,0
8950,94.66,17,Grocery,FL,In-Store,55.34,5,0
8951,2.72,4,Electronics,CA,In-Store,2.00,6,1
8952,68.57,21,Grocery,FL,Online,96.05,6,0
8953,3000.40,1,Gas,WA,Online,2256.38,5,1
8954,144.77,17,Restaurants,WA,Online,141.19,3,0
8955,8.48,0,Electronics,TX,In-Store,5.18,7,0
8956,77.53,12,Electronics,NY,In-Store,64.84,5,0
8957,1186.12,17,Grocery,CA,Online,1653.47,0,1
8958,3151.43,3,Travel,WA,In-Store,2805.93,7,0
8959,113.11,14,Grocery,NY,In-Store,82.82,4,0
8960,27.11,4,Clothing,FL,In-Store,22.69,6,0
8961,87.31,1,Clothing,IL,In-Store,121.99,3,0
8962,40.42,5,Clothing,CA,In-Store,52.81,9,0
8963,75.88,15,Grocery,NY,In-Store,64.12,9,0
8964,133.80,10,Restaurants,FL,Online,102.12,9,1
8965,136.75,12,Grocery,CA,In-Store,132.82,0,0
8966,62.93,18,Restaurants,FL,In-Store,82.72,9,0
8967,132.96,14,Electronics,NY,In-Store,196.64,2,0
8968,193.79,1,Travel,NY,Online,198.98,1,0
8969,33.76,23,Travel,IL,Online,45.57,0,1
8970,152.11,2,Gas,IL,In-Store,210.68,5,0
8971,93.04,22,Gas,NY,Online,132.71,5,0
8972,169.20,13,Clothing,NY,Online,209.00,6,0
8973,91.20,13,Restaurants,TX,Online,101.39,2,1
8974,130.54,17,Clothing,NY,In-Store,150.98,0,0
8975,190.19,3,Travel,NY,Online,207.24,0,0
8976,130.62,0,Restaurants,NY,Online,184.90,4,0
8977,19.69,22,Gas,NY,In-Store,26.87,2,0
8978,145.14,8,Travel,IL,In-Store,172.16,7,0
8979,111.04,14,Clothing,WA,Online,108.46,9,0
8980,20.47,2,Restaurants,FL,In-Store,23.43,5,1
8981,165.55,8,Electronics,NY,In-Store,223.04,8,0
8982,56.82,13,Grocery,WA,Online,84.57,3,0
8983,58.49,23,Clothing,TX,Online,30.41,7,1
8984,51.08,21,Gas,TX,Online,69.11,8,0
8985,166.83,9,Travel,FL,Online,226.74,1,0
8986,70.05,0,Gas,FL,Online,81.84,3,0
8987,33.50,19,Electronics,CA,Online,33.56,5,0
8988,141.46,7,Electronics,CA,Online,161.52,1,1
8989,110.69,3,Travel,FL,Online,149.00,6,0
8990,52.73,14,Gas,NY,In-Store,45.86,6,0
8991,169.58,3,Grocery,TX,In-Store,150.52,1,0
8992,2791.02,21,Grocery,TX,Online,1716.36,9,0
8993,57.00,15,Clothing,FL,In-Store,42.07,1,0
8994,196.21,7,Travel,FL,In-Store,253.88,5,0
8995,101.33,4,Clothing,TX,Online,138.52,6,0
8996,72.37,4,Restaurants,WA,Online,85.30,4,0
8997,38.62,14,Clothing,NY,In-Store,29.96,1,0
8998,131.19,8,Electronics,TX,In-Store,97.55,6,0
8999,96.65,7,Grocery,FL,In-Store,125.12,8,0
9000,188.57,11,Electronics,CA,Online,260.59,6,0
9001,57.83,0,Clothing,CA,Online,46.08,2,0
9002,96.35,22,Electronics,TX,Online,77.40,1,0
9003,2348.24,17,Restaurants,CA,In-Store,1955.98,7,0
9004,85.07,6,Clothing,IL,In-Store,123.74,5,0
9005,18.92,0,Travel,CA,Online,15.38,7,0
9006,564.74,22,Grocery,TX,Online,605.53,5,0
9007,95.41,9,Travel,FL,In-Store,122.66,7,0
9008,136.18,16,Clothing,WA,In-Store,81.83,0,0
9009,32.21,9,Electronics,TX,Online,37.75,7,0
9010,99.63,18,Travel,CA,Online,87.56,0,0
9011,138.68,12,Electronics,FL,In-Store,80.88,1,0
9012,197.18,7,Clothing,WA,Online,104.57,4,1
9013,36.94,8,Electronics,CA,In-Store,20.34,2,0
9014,94.67,23,Restaurants,NY,In-Store,97.61,4,0
9015,179.88,23,Gas,CA,Online,159.21,6,1
9016,49.44,17,Electronics,WA,In-Store,25.74,1,0
9017,127.42,11,Gas,CA,Online,129.37,6,0
9018,144.02,15,Restaurants,WA,In-Store,86.75,1,0
9019,19.98,22,Grocery,WA,In-Store,23.55,8,0
9020,59.40,19,Electronics,FL,In-Store,85.50,8,0
9021,176.63,16,Gas,CA,In-Store,252.03,6,0
9022,90.16,5,Electronics,CA,In-Store,68.63,9,0
9023,182.67,11,Travel,NY,Online,95.70,2,0
9024,116.47,19,Gas,FL,In-Store,122.44,2,0
9025,167.26,0,Clothing,NY,Online,122.76,2,1
9026,193.66,23,Grocery,WA,In-Store,286.01,0,1
9027,110.01,1,Electronics,IL,Online,74.29,3,1
9028,94.62,4,Electronics,FL,In-Store,123.89,4,0
9029,161.89,11,Electronics,IL,In-Store,138.48,0,1
9030,91.96,13,Electronics,WA,In-Store,108.38,0,0
9031,181.41,15,Travel,NY,In-Store,108.11,7,0
9032,173.96,11,Travel,CA,In-Store,101.89,1,0
9033,163.89,5,Electronics,WA,In-Store,82.47,7,0
9034,121.01,19,Restaurants,FL,In-Store,145.01,9,0
9035,186.52,9,Gas,NY,In-Store,140.19,4,0
9036,119.69,8,Grocery,NY,In-Store,69.72,8,0
9037,10.01,15,Travel,WA,Online,14.97,4,0
9038,159.85,3,Travel,CA,Online,187.15,1,1
9039,8.44,5,Electronics,WA,Online,7.03,4,1
9040,81.84,5,Grocery,FL,In-Store,119.26,6,1
9041,40.23,22,Travel,IL,In-Store,39.92,4,0
9042,35.73,3,Grocery,TX,In-Store,31.47,0,0
9043,89.56,16,Electronics,FL,In-Store,62.19,5,0
9044,47.02,15,Clothing,WA,In-Store,27.07,4,0
9045,69.30,9,Restaurants,IL,In-Store,45.70,1,0
9046,18.52,5,Electronics,IL,In-Store,27.04,5,0
9047,105.55,7,Clothing,IL,Online,128.28,2,0
9048,123.86,19,Restaurants,WA,In-Store,153.80,0,0
9049,70.24,23,Electronics,NY,Online,94.40,1,1
9050,137.70,22,Grocery,TX,Online,175.25,5,0
9051,171.69,7,Electronics,WA,In-Store,214.84,5,0
9052,175.36,8,Clothing,FL,In-Store,187.61,6,0
9053,179.62,21,Travel,FL,In-Store,248.75,0,0
9054,167.80,5,Clothing,IL,Online,149.10,8,1
9055,129.08,23,Clothing,TX,In-Store,72.30,9,0
9056,177.24,9,Electronics,FL,In-Store,222.74,8,0
9057,1173.11,15,Clothing,WA,Online,1656.83,0,1
9058,96.10,21,Travel,FL,In-Store,136.89,5,0
9059,89.62,8,Gas,FL,Online,134.31,6,0
9060,122.00,8,Restaurants,WA,Online,157.99,8,0
9061,199.31,3,Electronics,FL,Online,275.94,4,0
9062,194.30,17,Restaurants,FL,Online,114.13,4,0
9063,43.82,17,Restaurants,TX,Online,34.94,3,1
9064,161.52,23,Restaurants,NY,In-Store,217.13,9,0
9065,106.94,10,Travel,WA,Online,104.03,0,1
9066,38.45,7,Grocery,FL,Online,57.42,5,0
9067,2.52,7,Travel,WA,Online,2.26,0,0
9068,138.06,5,Travel,IL,In-Store,140.34,5,1
9069,165.48,7,Restaurants,NY,Online,231.19,1,0
9070,152.70,6,Restaurants,IL,In-Store,98.09,8,0
9071,105.11,6,Electronics,TX,In-Store,102.58,7,0
9072,5.56,4,Restaurants,FL,In-Store,4.03,1,1
9073,66.50,11,Travel,NY,In-Store,92.04,6,0
9074,71.41,15,Gas,IL,In-Store,54.49,9,0
9075,186.21,20,Clothing,NY,Online,212.07,8,0
9076,25.06,6,Electronics,CA,In-Store,20.96,8,0
9077,194.05,12,Clothing,TX,In-Store,201.67,1,0
9078,17.40,11,Electronics,TX,In-Store,9.03,2,0
9079,78.81,5,Electronics,CA,Online,116.87,7,0
9080,199.96,19,Grocery,CA,In-Store,202.50,2,0
9081,94.85,6,Travel,WA,Online,105.15,5,0
9082,76.21,18,Gas,CA,Online,110.06,9,0
9083,38.94,6,Electronics,TX,In-Store,33.01,5,0
9084,163.44,0,Clothing,IL,Online,97.68,5,0
9085,59.11,21,Electronics,FL,In-Store,70.11,6,0
9086,146.46,19,Gas,CA,Online,75.12,3,0
9087,28.82,0,Gas,FL,Online,42.52,7,0
9088,96.76,3,Gas,IL,In-Store,69.15,6,0
9089,16.15,3,Restaurants,FL,In-Store,19.43,6,0
9090,2373.84,15,Clothing,TX,In-Store,3450.46,3,0
9091,121.91,11,Electronics,IL,Online,85.62,7,0
9092,7.19,1,Restaurants,FL,In-Store,10.30,3,0
9093,126.42,3,Travel,NY,Online,154.46,7,0
9094,169.61,17,Grocery,IL,Online,155.32,0,0
9095,121.07,7,Clothing,TX,Online,179.09,5,0
9096,36.41,5,Gas,FL,Online,23.35,3,0
9097,130.02,16,Clothing,FL,Online,109.85,3,0
9098,196.92,19,Gas,NY,Online,106.45,3,0
9099,12.59,2,Travel,NY,Online,10.37,5,1
9100,116.02,21,Gas,NY,Online,116.65,7,0
9101,19.07,5,Electronics,NY,Online,26.33,9,0
9102,191.02,6,Gas,IL,Online,183.15,0,1
9103,144.30,14,Electronics,NY,In-Store,176.56,7,0
9104,78.54,20,Clothing,CA,Online,45.92,9,1
9105,80.28,6,Grocery,NY,Online,100.41,3,1
9106,9.00,7,Gas,CA,In-Store,7.80,7,0
9107,157.61,4,Electronics,FL,Online,200.04,4,0
9108,170.59,5,Travel,FL,In-Store,104.38,0,1
9109,151.40,13,Restaurants,FL,In-Store,211.73,6,0
9110,198.74,2,Travel,NY,Online,157.81,2,1
9111,185.90,5,Grocery,CA,In-Store,154.05,8,0
9112,169.72,4,Clothing,FL,Online,194.42,6,1
9113,110.02,8,Clothing,CA,In-Store,89.30,7,0
9114,115.29,11,Gas,FL,Online,138.93,1,0
9115,14.63,9,Travel,CA,In-Store,19.90,0,0
9116,149.28,3,Travel,CA,Online,122.88,7,1
9117,151.51,20,Clothing,IL,In-Store,204.42,7,0
9118,66.42,13,Gas,IL,Online,51.17,5,0
9119,145.09,21,Gas,FL,Online,125.38,5,0
9120,122.79,16,Grocery,TX,In-Store,90.51,9,0
9121,7.62,23,Travel,NY,In-Store,8.75,5,0
9122,187.83,16,Gas,IL,In-Store,195.78,5,0
9123,2514.20,13,Travel,NY,Online,1848.76,1,1
9124,54.90,17,Restaurants,WA,In-Store,40.20,8,0
9125,168.77,8,Grocery,NY,Online,156.12,6,0
9126,167.60,23,Restaurants,WA,In-Store,251.31,9,0
9127,94.39,19,Restaurants,WA,Online,82.12,2,0
9128,41.32,20,Grocery,TX,In-Store,46.78,7,0
9129,177.23,17,Electronics,FL,In-Store,203.57,3,0
9130,58.42,16,Grocery,FL,In-Store,71.81,7,0
9131,18.14,16,Travel,IL,In-Store,24.58,2,0
9132,144.25,11,Grocery,WA,Online,88.79,1,1
9133,37.51,4,Electronics,NY,Online,27.40,0,1
9134,145.54,18,Travel,TX,In-Store,182.45,5,0
9135,183.95,4,Travel,TX,Online,134.86,9,0
9136,135.68,21,Restaurants,WA,Online,190.87,5,0
9137,180.38,4,Electronics,IL,In-Store,152.84,1,1
9138,106.39,7,Gas,TX,Online,112.63,1,1
9139,161.69,18,Travel,NY,Online,203.92,5,0
9140,123.64,6,Electronics,NY,In-Store,75.64,8,0
9141,76.55,5,Restaurants,FL,Online,61.78,7,1
9142,77.92,18,Restaurants,NY,In-Store,62.31,0,0
9143,2380.21,2,Clothing,NY,In-Store,2925.63,9,0
9144,47.95,10,Gas,FL,In-Store,32.41,5,0
9145,50.94,10,Restaurants,TX,In-Store,44.40,6,0
9146,16.71,13,Travel,WA,In-Store,13.19,8,0
9147,55.90,1,Gas,IL,Online,59.46,4,1
9148,189.85,5,Travel,WA,Online,163.48,8,1
9149,74.92,9,Electronics,NY,Online,80.46,6,0
9150,32.71,19,Gas,TX,In-Store,35.76,8,0
9151,173.49,22,Grocery,WA,In-Store,178.19,4,0
9152,181.58,7,Clothing,FL,Online,117.69,9,0
9153,124.90,3,Restaurants,CA,Online,124.91,4,1
9154,119.31,18,Restaurants,TX,In-Store,170.60,4,0
9155,103.72,12,Clothing,FL,In-Store,150.45,6,0
9156,106.38,14,Gas,IL,Online,97.28,9,0
9157,27.97,4,Gas,FL,In-Store,33.07,9,1
9158,154.06,19,Clothing,TX,Online,180.89,6,0
9159,160.04,11,Clothing,FL,In-Store,186.36,9,0
9160,119.64,11,Electronics,NY,Online,78.12,7,0
9161,50.17,15,Travel,IL,In-Store,44.18,1,0
9162,138.92,8,Clothing,NY,Online,186.34,6,0
9163,65.45,14,Restaurants,NY,In-Store,96.42,0,1
9164,165.73,6,Clothing,CA,In-Store,234.27,4,0
9165,1.93,8,Gas,NY,Online,1.58,9,0
9166,54.03,20,Clothing,TX,Online,56.54,8,1
9167,120.38,14,Travel,WA,In-Store,140.43,5,0
9168,197.25,23,Gas,FL,In-Store,125.46,8,0
9169,97.50,14,Grocery,CA,Online,131.76,7,0
9170,41.07,2,Gas,WA,Online,42.81,3,0
9171,2834.57,14,Grocery,FL,In-Store,2349.45,7,0
9172,116.77,5,Electronics,FL,In-Store,65.26,2,0
9173,89.35,10,Grocery,CA,In-Store,85.89,1,0
9174,37.14,14,Grocery,CA,In-Store,49.37,8,0
9175,172.68,1,Clothing,WA,Online,90.47,1,1
9176,195.84,12,Grocery,IL,Online,102.41,8,0
9177,173.58,16,Travel,FL,Online,127.55,1,0
9178,48.00,7,Clothing,TX,In-Store,68.90,1,0
9179,91.27,11,Travel,NY,Online,76.84,4,1
9180,9.95,13,Clothing,NY,Online,10.19,9,0
9181,27.56,21,Gas,NY,In-Store,17.36,7,0
9182,21.57,15,Gas,NY,In-Store,19.13,5,0
9183,173.06,17,Restaurants,FL,Online,148.91,1,1
9184,153.29,7,Travel,WA,Online,199.86,7,0
9185,173.58,23,Gas,WA,Online,164.76,2,0
9186,72.31,0,Travel,NY,In-Store,80.72,6,1
9187,43.80,11,Gas,CA,In-Store,56.17,3,0
9188,72.15,18,Electronics,WA,Online,66.68,5,0
9189,159.72,0,Clothing,NY,Online,123.72,9,0
9190,197.89,17,Gas,CA,Online,181.39,5,0
9191,148.91,11,Grocery,WA,Online,125.45,0,1
9192,15.83,8,Gas,FL,In-Store,20.05,8,0
9193,10.25,11,Grocery,TX,Online,5.57,7,0
9194,55.49,21,Restaurants,IL,Online,33.88,6,0
9195,65.26,6,Restaurants,NY,Online,49.40,1,0
9196,109.18,8,Electronics,WA,Online,130.63,3,0
9197,143.19,15,Grocery,WA,Online,209.98,0,0
9198,28.47,10,Travel,FL,In-Store,18.65,4,0
9199,40.06,18,Clothing,WA,Online,40.57,4,0
